txn_id,user_id,timestamp,merchant,instrument,intent,amount,order_type,channel,is_fraud
bc8174c5-1e2e-47e0-9426-b5139ece04f5,c2a01aa3-1102-4c37-a423-d722a2b1d9b3,2020-01-05 08:08:00,Wealthfront,AAPL,sell,3923.63,market,web,0
1e8fcd7b-1fa7-4c36-9ff3-79f3880899b1,d883178c-5c88-4329-9f2b-4b337a83b633,2020-01-05 21:13:00,Robinhood,GOOG,sell,6546.76,limit,mobile,0
ee9ba4e9-b7d7-4e79-a746-7422dbbc5925,ed14c058-068d-406b-9551-92635dd26493,2020-01-05 17:58:00,Wealthfront,GOOG,sell,382.12,limit,web,0
f7710911-2671-4793-a0d1-16b4cb8323d7,6041a9b2-bdda-4e1f-bcfd-3a813a1027f3,2020-01-05 06:03:00,Fidelity,AAPL,sell,4291.18,limit,API,0
61c25aa0-a308-42c5-b163-b6cbaf8efa87,9cff7d8b-6b18-48cd-bfd3-ec5b48080dc9,2020-01-05 21:18:00,Fidelity,AAPL,buy,4421.67,limit,web,0
123ed27d-ce98-44a9-bc27-221280c75053,9e8d5857-879a-4a91-96be-b5493f7cde4f,2020-01-05 15:53:00,Robinhood,MSFT,sell,2219.04,limit,API,0
d4e34ecf-9ebb-40f4-956f-259d0680bbcc,5bdca1c2-8224-4b08-acda-78857867c8f8,2020-01-05 14:30:00,Wealthfront,MSFT,sell,77.24,market,mobile,0
b36d2449-65e6-4a0a-922d-a8d8d15f4e35,ddaa4ddf-9a9c-47f5-8ca9-bdc478bcbf45,2020-01-06 04:56:00,Robinhood,META,buy,95.8,market,mobile,0
08c5f95e-aff4-4e60-90bc-53969d881b44,735acd2e-d129-4dfa-b20f-d1d7e964f200,2020-01-06 19:29:00,Robinhood,MSFT,buy,1132.19,market,mobile,0
35e4ce1f-3b12-493e-b5a1-0ebcad53f5b6,486b3659-fabc-4de9-bf0e-bfb0f517b8bb,2020-01-06 20:13:00,Wealthfront,META,sell,7143.8,limit,API,0
f5c07c6e-1413-4f27-b6f8-ff68547dc4b0,76142955-a9b8-495a-b36c-33b19d389e3e,2020-01-06 06:29:00,Wealthfront,AAPL,buy,1584.85,market,API,0
6f34e251-d949-434d-8e0c-d2bb1de7450b,f6411042-9ee2-4cf5-af39-11b53d754557,2020-01-06 05:40:00,Fidelity,AAPL,buy,779.42,limit,mobile,0
50344a9e-c032-46f6-8380-8a6e8314db02,b042a05e-dae5-453d-bafb-3ea3b3e4d65d,2020-01-06 15:29:00,Robinhood,MSFT,sell,1026.42,limit,web,0
63128f96-1b20-429c-9acd-3789d8a91ba0,5d8bb253-84c1-45d9-88d8-7950ce187795,2020-01-06 15:59:00,Fidelity,AAPL,sell,7964.85,limit,API,0
b31b47b8-ef9e-4713-b1aa-45e079ec5aa8,4b62b70c-fdfb-463d-9a16-f6d150a27f53,2020-01-06 08:33:00,TD Ameritrade,META,sell,3010.48,limit,mobile,0
6979525d-5451-48a3-b7e5-d623b5762bcd,e53ef972-4fd8-429c-b4b7-da10ebfc6f91,2020-01-06 10:34:00,Robinhood,META,buy,4883.91,market,API,0
cb26f6a7-1dbf-40c4-81b4-6cd55372605e,6a2163d3-0f20-4de9-9136-c3631d475776,2020-01-06 08:35:00,Fidelity,AAPL,sell,6692.44,market,web,0
77dd3b77-690c-4a23-a711-cb6f9a33fbc2,116f7b4a-46d2-4f1e-bac4-1738dd03033f,2020-01-07 13:13:00,Fidelity,AAPL,buy,4942.04,limit,web,0
e052448e-0c8c-4c92-9c5c-a5c62572185b,b03ebb10-707b-451d-bdf2-9f4731cae65f,2020-01-07 21:10:00,Robinhood,MSFT,sell,1148.19,market,mobile,0
592b925b-f09a-439b-8d28-83b359bb4f0c,55803ccf-bc38-4906-98e0-c021003e6a6d,2020-01-07 09:10:00,Robinhood,META,sell,776.06,limit,mobile,0
7a3a6f43-874a-490c-a5f2-ec7719a83bd8,11cb7cac-3cdb-4466-99fe-44ef7e8166d7,2020-01-07 15:55:00,Wealthfront,GOOG,sell,5111.49,market,web,0
9b4c6ad2-5161-4dd3-bae6-351ee81ee1b2,ec4b8cd9-052c-449e-9d02-c0fe868f9fba,2020-01-07 23:27:00,Fidelity,META,sell,20.93,market,API,0
de4b3f46-09b5-4465-84a5-b9a4daba6042,0efaa108-e228-4547-af5a-8fe7d8cb6388,2020-01-07 06:09:00,Fidelity,AAPL,sell,1620.82,market,web,0
0d8c8d78-fa75-4cd4-b207-0de90259e5c8,885e3b40-9ab2-45f7-b5c6-231e35ceb233,2020-01-07 05:18:00,Wealthfront,META,sell,383.04,limit,web,0
99119666-d442-41d6-b425-de823b0e349f,27b5a6d3-5c6b-410d-a429-e69bad97557f,2020-01-07 17:48:00,TD Ameritrade,AMZN,buy,8589.36,limit,API,0
c0ba5120-c97d-4372-a30a-e1edde84f717,916c4008-59aa-43e2-ae3c-a100135ea320,2020-01-07 22:22:00,TD Ameritrade,AAPL,buy,2194.36,market,mobile,0
58092ad5-3393-40fc-8512-d73f17ec550d,d4c7538e-3439-4d73-bc15-6cbdc39dd8c9,2020-01-07 04:25:00,TD Ameritrade,AAPL,sell,1355.92,market,API,0
928e11df-d503-4dec-b03f-513722f8dcae,82d74412-f54b-4cd0-8186-0ee86f2d8516,2020-01-08 15:33:00,Fidelity,MSFT,buy,9846.03,limit,web,0
b7f13fa6-cb32-4c6e-9d47-5dfcd37e239d,49aaf135-d4f8-4cf6-9f9e-94193d7ce617,2020-01-08 11:01:00,TD Ameritrade,AAPL,sell,2062.98,limit,web,0
fced4b58-722b-4af3-a3e9-f4fc7564f2d1,e224c995-1a55-414f-a547-0dea7768bde3,2020-01-08 14:22:00,Wealthfront,AMZN,buy,1005.75,limit,web,0
a05b2e86-9c00-4029-a864-f5a3c98245e6,32c26c5c-edab-41f6-ae81-217fec301411,2020-01-08 22:43:00,Robinhood,MSFT,buy,2821.48,market,web,0
942c77d7-4abf-41ba-b96e-cc2939a67b22,5d29badf-894b-471f-8899-4451eb6e6448,2020-01-08 17:11:00,Robinhood,MSFT,sell,158.55,limit,mobile,0
2f8a320c-0b63-4b90-9320-f6094b1cb879,04ca6dea-4a3c-4052-a823-77698023c6f3,2020-01-08 14:16:00,Robinhood,META,buy,7166.58,market,API,0
69315789-5d58-4f78-a0ff-50c0179fdf8a,075586f9-c3df-4cea-b2d5-4d3cc4aa8c00,2020-01-08 03:37:00,Fidelity,AMZN,buy,469.59,limit,mobile,0
d4fb52b2-ae32-4abb-8d1d-85319793b918,0dd6bf40-b415-45e3-b4ef-29e53971185f,2020-01-08 09:42:00,Fidelity,META,sell,12732.11,limit,mobile,0
2a9fab1d-22a1-49b5-b114-7ec5fb91d30c,476f6aa1-6697-4d68-ac39-ef9057c44009,2020-01-08 06:07:00,Fidelity,MSFT,buy,3345.47,market,mobile,0
61893970-5c21-4d3f-9528-100dbff7a987,ab89a0d0-28eb-4dd8-8cef-8fa59c066566,2020-01-08 04:20:00,Robinhood,META,buy,814.0,limit,mobile,0
16914c1f-f7b0-4c86-b142-53faecdf5913,b58e7d26-0c24-4026-8b60-3e72a53c3363,2020-01-09 20:21:00,Robinhood,AMZN,buy,1375.57,limit,web,0
c40e0831-527b-4a8e-8e38-4f98f1fd035c,70111695-4a82-408b-a297-64f5617b7325,2020-01-09 19:06:00,TD Ameritrade,MSFT,sell,3011.51,limit,mobile,0
05ee1a72-2875-4181-8261-ceec7588069b,1e6c9f4f-05bb-4484-a674-7aaed8b6bac4,2020-01-09 23:43:00,TD Ameritrade,GOOG,buy,283.89,limit,API,0
0135e36d-9a0d-4e60-b8f9-7923d344c569,fb5a6512-624f-49f6-9a9d-12d85db46f67,2020-01-09 13:03:00,TD Ameritrade,AMZN,buy,1160.43,market,mobile,0
008197a3-cc09-48cf-b886-41bb26368314,26ee2a6c-c0b9-44ed-84d2-7df366d1919f,2020-01-09 12:43:00,Wealthfront,AMZN,sell,124.89,limit,web,0
f929d717-5992-4cc5-8be7-b1f281b9de59,e6e6b3a1-cbbc-4f7f-9a87-a086bbb6515a,2020-01-09 18:07:00,Fidelity,META,sell,3395.56,limit,mobile,0
f218b8aa-7f0d-4601-a2f0-33b761ab39da,35a79f09-3e95-48d5-a1de-1114cd571855,2020-01-09 07:59:00,Wealthfront,AAPL,buy,2152.89,market,mobile,0
6c156871-bd1f-498c-b2ff-791eb5533b7a,b37207d7-0a5d-4df9-a274-786d3f5760c4,2020-01-09 19:58:00,TD Ameritrade,AAPL,sell,3108.37,limit,web,0
544cdb50-670a-493c-9c49-a2619e56efa4,454f2444-0b9b-4e48-b3c4-4b8d53fcf074,2020-01-09 01:24:00,TD Ameritrade,GOOG,buy,3522.64,limit,API,0
3a98bb67-afe8-4124-82db-be8e2fe0c69d,24dd04a3-41fc-4522-97a5-93882c901ad4,2020-01-09 17:03:00,TD Ameritrade,AMZN,buy,8281.03,market,API,0
942da59f-4f3e-47ae-a41c-855852f30408,a567fa0a-4c02-4808-85c7-d50325c22126,2020-01-10 06:32:00,Wealthfront,META,sell,1251.4,market,API,0
8deb9519-c132-43cf-86e5-372a41105a41,f7859890-cfe9-4fe2-bdad-66a7f896713f,2020-01-10 07:33:00,Wealthfront,AMZN,sell,7758.57,limit,web,0
0a59fa4a-cedb-49f9-b77e-529d01f376b1,762dee4c-55d3-4fc1-9af7-713816fcbd6a,2020-01-10 00:11:00,Wealthfront,AMZN,sell,894.98,limit,API,0
bc680ece-5327-41b4-993b-1d1d8d7536f4,cdd65743-dff5-498e-86e8-6e0a0336f309,2020-01-10 20:02:00,Fidelity,GOOG,sell,5098.45,limit,mobile,0
aed4ddad-53b4-49d0-99db-d07e2b59ed77,a9e920cf-8826-4a2f-b5fa-ffc88d24cff6,2020-01-10 13:52:00,Robinhood,AAPL,buy,2262.84,market,mobile,0
70903baa-3451-4e4b-9afa-fac25f3194b2,9209545e-0fa2-4f65-b718-0995bc1746ef,2020-01-10 17:27:00,Robinhood,AMZN,sell,293.18,market,web,0
20f6753f-9286-4372-b372-29e807a3ff93,7eb04c16-2468-4440-bf84-db3df16ed217,2020-01-10 17:35:00,TD Ameritrade,AMZN,buy,6920.32,limit,API,0
a14a9ac0-0c87-47fd-be69-025d3ba335d9,b96ffbec-cc44-49bc-a8bf-0a8033e5c555,2020-01-10 05:28:00,Fidelity,META,buy,1242.14,limit,API,0
74b1be79-6785-48bd-ba91-8844c3b4d9df,3e1d5f73-e961-4242-bb64-13ed1458f49c,2020-01-10 17:43:00,Robinhood,MSFT,buy,3883.4,limit,web,0
fe46331e-1cc8-41cd-8f6b-7150c813f87d,86678360-dba5-4570-9ba8-823817b1d72a,2020-01-10 04:08:00,Wealthfront,MSFT,buy,6543.4,limit,API,0
763f0c41-9bbe-43d7-9f8e-a73a303f95f2,d7d7144d-1253-4a51-a406-f5dd31913095,2020-01-11 23:22:00,Wealthfront,AAPL,sell,3081.93,market,API,0
5b5f1763-a786-4e0a-b250-119231a9a300,b7ce5f63-78d6-4287-a5c9-b2807345bf99,2020-01-11 16:47:00,TD Ameritrade,MSFT,buy,528.88,market,web,0
30db1a1a-c21b-4bf4-904a-b2d216568d15,752424e8-cf1d-4250-a82a-6ae9ed4c9c3c,2020-01-11 03:45:00,Wealthfront,AAPL,sell,2797.48,limit,web,1
4f6dc007-b78d-4237-afb2-41a41ca807fe,f1161c6e-413e-4dcb-b6e4-9c3b9165cad6,2020-01-11 03:08:00,Robinhood,META,buy,320.99,limit,web,0
96040d9b-3ee2-4cd4-8d92-96383d388e77,adac183a-7f80-4ab7-bfef-b008663d1ad2,2020-01-11 03:01:00,Robinhood,GOOG,buy,15.22,limit,mobile,0
d8339cb4-7404-46cf-bbb5-86c06c5e30b2,64ee39b5-6dc4-487e-a8a6-4e01fc7adf97,2020-01-11 04:02:00,TD Ameritrade,META,sell,2387.09,market,web,0
a0ddc37d-9edd-4a10-9b05-53b5c0a5d0d0,50059c9e-ea91-4c48-9ebe-c040a10cb4ad,2020-01-11 10:41:00,Robinhood,GOOG,sell,3166.32,market,mobile,0
b28b187f-cc9b-45d0-8cb5-897aa4b5f08c,1fd22220-6a78-4cb8-b8b3-36f980e045d9,2020-01-11 12:15:00,TD Ameritrade,MSFT,buy,3736.25,limit,web,0
7c88c2c0-31f9-4174-a743-4638ebb5d088,c6e4bcb1-3dbe-4631-b144-423d0e7c6e9b,2020-01-11 07:12:00,TD Ameritrade,META,sell,1180.9,limit,API,0
c71826b2-6a1a-4b95-a562-a2f87ac5f46e,9cc10f52-b6a0-4353-917a-d5a61c9b729c,2020-01-11 00:33:00,TD Ameritrade,GOOG,buy,3146.32,limit,API,0
4fe2d8af-6d46-4df4-bfa5-49dfcacf320a,b0a96ac2-54a6-4ceb-91d6-f88cdc0a76fb,2020-01-12 12:14:00,Robinhood,GOOG,sell,3215.44,limit,mobile,0
fda5998d-4453-4341-830b-9b81e146a7d6,5119a9c2-b8f0-4513-9af0-2e7882bc1137,2020-01-12 13:25:00,Robinhood,GOOG,sell,295.07,market,API,0
1cd51f94-cea6-4784-bd5d-3d467e75d109,32becb5d-e644-413f-a964-c13feeea1458,2020-01-12 16:29:00,Wealthfront,META,buy,924.48,market,web,0
88e84a87-af8b-428b-8ec0-0f978213148f,cb4f9ce5-cc46-4d0e-8c0d-6914424b27dd,2020-01-12 20:43:00,Fidelity,AMZN,sell,10836.93,limit,API,0
e5614a61-ac5b-4d19-be33-bb6103770eda,3e3c97e3-08fa-46c4-8efe-94762d4b7e27,2020-01-12 22:50:00,Robinhood,META,sell,6678.17,limit,API,0
6c8698f0-e14b-48e1-ab23-9f58c90a2c7c,d49e2db0-da7b-421c-8e3c-1b72d1532a96,2020-01-12 19:01:00,Robinhood,AMZN,buy,4751.48,limit,web,0
58f53b88-53bb-480a-8d0e-19c5b0379b61,23390f17-4b81-4801-a3c3-574372cab2f6,2020-01-12 17:52:00,Wealthfront,MSFT,buy,2580.47,limit,mobile,0
919cbf32-c4f7-4f2a-a256-5c4392380ca2,17f6695c-c31f-47d5-b14e-476a0c60be20,2020-01-12 15:46:00,Wealthfront,AAPL,buy,651.64,limit,API,0
55a5c8d9-fc0e-416a-bba3-d01f66c0728f,1ac65230-cbc3-4621-a56e-d39621646406,2020-01-12 09:24:00,Fidelity,AAPL,buy,988.73,market,web,0
02ff9a5c-6221-4f2d-b1ff-5e1f4276d98a,b57dde7f-a84e-4cd8-8d3d-2828511082e0,2020-01-12 10:06:00,Fidelity,GOOG,sell,3110.91,market,web,0
f63fa7b8-f0c2-48db-b1c2-433b7cf44ab3,10cd298c-a02d-4144-981f-7f9c6d3593a5,2020-01-13 10:02:00,Wealthfront,GOOG,sell,8463.25,limit,mobile,0
1fdf5a58-3fc1-4dcc-bebb-f0a710001f08,c4eb06ae-516a-404b-9c59-5390e14f11dc,2020-01-13 18:28:00,Fidelity,AMZN,buy,7390.53,market,mobile,0
f749dfb3-cb17-479f-8d6e-e84edb450aef,87988a3c-03bb-4a69-8217-f234ee67a2e4,2020-01-13 17:48:00,Robinhood,AMZN,sell,46.73,market,API,0
ffbe09eb-f25f-4845-a544-39b158afb6a4,859c789f-bb3d-418f-b3b0-da1ec827502e,2020-01-13 18:46:00,Wealthfront,MSFT,buy,1676.81,limit,web,0
3bfc99ff-d007-4ab2-b27e-939cd2dd7aed,1d10d8ba-3c8e-4270-b5f3-225bc579d335,2020-01-13 21:53:00,Robinhood,AMZN,sell,9941.21,market,mobile,0
1952b709-d0fd-42ed-a4af-88b26efb36eb,48c9ae66-010d-47c2-90d4-d46582ce782a,2020-01-13 23:00:00,Robinhood,META,buy,1046.33,limit,mobile,0
6b06ff3b-872b-46cd-b6ee-4018777ae73c,eda45b9c-dbd0-475b-85bf-b048be8835f8,2020-01-13 02:20:00,Fidelity,GOOG,buy,5714.18,limit,API,0
1727e9c9-679b-4929-89f0-454b1c2ab3dd,b9c45906-6a9d-40f2-8957-dc633d65d583,2020-01-13 14:15:00,Robinhood,MSFT,buy,557.16,limit,mobile,0
6c018ac8-e130-4f35-8eba-c54eb0c0620b,8e89dd89-ebc2-4e6d-bbbc-6ffe6589474c,2020-01-13 22:12:00,Fidelity,AMZN,sell,8253.88,limit,mobile,0
b4a20767-8849-4294-9d33-2b4e666cbadb,c2b1915c-1b7e-4397-aa14-bdb6eb7f593a,2020-01-13 00:40:00,Wealthfront,MSFT,sell,2532.34,market,web,0
6e9ff911-bcda-40dc-b62c-6b0d33b396bd,cfb4e0dc-023e-4442-900c-2f5292ae2bdb,2020-01-14 03:48:00,TD Ameritrade,AAPL,sell,2863.59,market,mobile,0
8d85f644-5206-4d66-9afe-aaf92d1b374e,acd5ad4a-9bcc-4e0e-8554-121ba34e0dae,2020-01-14 09:41:00,Fidelity,AMZN,sell,452.76,market,mobile,0
66d83d0a-ef83-4205-8cdf-59fcc5d6946b,bb7bd4e9-30cd-4309-a587-c3a21a581237,2020-01-14 00:32:00,Robinhood,AMZN,buy,6295.83,market,web,0
d3389e70-bb57-4344-b0fa-13dd2674c2a9,6e5c0d5b-5cf9-4a21-b647-4e9d9b5d0bb4,2020-01-14 20:51:00,Fidelity,MSFT,buy,3582.22,market,mobile,0
497a2127-f98b-41c5-ac79-473be3134db8,ba195188-1a3b-4655-a10a-5a98f03a1d49,2020-01-14 06:01:00,TD Ameritrade,GOOG,sell,1336.48,limit,web,0
382a9ed6-41c0-4599-99f1-d3ea4281bb0a,dde775d0-b1af-4f5c-b503-d29e9003c37d,2020-01-14 21:02:00,Robinhood,AAPL,buy,4972.12,limit,web,0
8a856eba-96bb-41f2-a737-1cf0ec986fd7,bd2d588e-e22d-4d7e-89f2-820a132200b7,2020-01-14 08:18:00,Wealthfront,AMZN,buy,6053.85,limit,API,0
31a76765-fd86-49de-93b9-a6a538b87a1e,d1ee2baf-064e-4e8a-b8a8-78691b08a775,2020-01-14 07:38:00,TD Ameritrade,AMZN,buy,2148.28,market,mobile,0
9d04554e-ac17-4027-8306-360a8daa1b07,f86a16a0-d34c-4105-b86a-fa2389ed28c9,2020-01-14 01:35:00,Wealthfront,META,sell,4802.85,market,web,0
0b9f147f-22f1-41d0-8841-0d03a0634480,ab2c3a2b-b9d8-4394-ab33-0191ca06dd1f,2020-01-14 23:52:00,Robinhood,AAPL,buy,3631.65,market,web,0
502f2267-c7a7-4f6c-9abd-0a576d6077a0,5b484b69-76e9-4d45-8d8a-0c4b360158dd,2020-01-15 03:45:00,Robinhood,MSFT,buy,6621.97,market,mobile,0
ca1cc7f7-ae1a-45d2-8b99-3eee747dcc3c,ac44e98d-687d-4e04-9e78-d75f39933f0b,2020-01-15 18:16:00,Robinhood,MSFT,sell,1412.81,limit,API,0
cb8ec7a8-3a7c-43a0-9a84-84bbdb9d10e3,f1208e02-4c1b-4e53-83f0-315985e06683,2020-01-15 05:43:00,Fidelity,AAPL,buy,2590.24,limit,mobile,0
9483fd43-6231-44c3-8808-f5fc0b30954a,8b9d4e43-e12e-4741-9cc3-956c2e32c044,2020-01-15 23:12:00,Fidelity,MSFT,buy,1879.82,market,mobile,0
9e729f50-1726-4e93-b959-23b05bbfdea6,565d66b4-d89a-47b1-9f99-7b26baa9ef92,2020-01-15 08:21:00,TD Ameritrade,AAPL,sell,1012.89,limit,mobile,0
63ba5e06-23d9-4fbe-a159-91545781f356,d8f01396-91be-406c-bc3f-7fd32fc339e7,2020-01-15 08:14:00,Wealthfront,META,sell,92.93,market,web,0
f23d8cc2-087a-4fb8-8380-ae24d4286364,37f77459-dc5f-4c4e-99f4-2f99e7617ee1,2020-01-15 11:30:00,Wealthfront,META,sell,5188.05,market,mobile,0
c054d1dc-df32-4daf-aa33-e9182c9c7b5e,f8c713d4-0efe-428a-81b7-ffff9f4e7526,2020-01-15 06:10:00,Fidelity,AAPL,sell,407.67,limit,mobile,0
